name,modrinth,curseforge,description
,osPoiuKP,413810,"Pakiet efektów wizualnych, który dodaje tekstury minerałów/klejnotów do zaklęć narzędzi"
,e67KFc9t,322168,"Niezwykle zoptymalizowany, pozostając wierny oryginalnemu stylowi graficznemu, Barely Default zapewnia spójne, czyste i spójne wrażenia! Dodano miesiące nowych szczegółów, które możesz odkryć"
,KwbFimmq,344940,Odnowione oryginalne doświadczenie o tematyce Halloween!
,d0w6GHbr,794499,"Pakiet zasobów modyfikujący pasek skrótów, ikony zdrowia i zbroi w kształcie serca"
,5Wz8MWHt,811234,"Pakiet zasobów dotyczących oryginalnego stylu, który zwiększa ekspresję artystyczną poprzez niestandardowe modele i tekstury"
,dS7SM6Rb,537217,STONEBORN: Modernizacja sprzętu rustykalnego inspirowana fantazją
,wYGa3J0a,454245,Dodano warianty dla grzybów brązowych/czerwonych
,UGEVQ6t9,884709,"Piękniejsze doświadczenia rolnicze, kompatybilne z wieloma modułami"
,CUfOpYVR,571281,Dodaj system nagród do RS Village!
,RvfAlf4Z,548744,Pakiety zasobów poprawiające wrażenia z Redstone
,DAphTo2f,909676,
,yvtFvpUE,895273,"Spraw, aby łódź kołysała się (a nawet toczyła się!) w wodzie"
,ab1yZ2md,670120,Dodano warianty biomów dla szkieletów/wędrowców/więdłych szkieletów
,CTAstxQN,376961,"Pakiet zasobów, który dodaje tożsamość wizualną zaczarowanym przedmiotom"
,gksxFwJ1,946842,Czcionka w stylu retro RPG
,bDPrulz9,636912,Obsługa ponad 50 modułów | Gładka czcionka VT | 1.18-1.21.3
,9SBmGqnV,905517,Dodaj proste bloki 3D do gry
,70yluNSI,711916,moduł Waystone i wtyczka kompatybilna z CTOV
,CFeoJnHX,682954,Utwórz modułowy minimalistyczny pakiet zasobów PBR
,SoYbSOGW,666290,Niestandardowy pakiet GUI „Wynajmowana dziewczyna”.
,MhBq4iya,1017176,Nowe modele i animacje/zdeformowane pnącza/rozkład kończyn i wiele więcej!
,N7pdPOrX,864063,SMART BOOST: Minimalistyczny 16-krotny pakiet tekstur inspirowany zwiastunami MC (1.16+)
,L16BPBvl,904988,Dodano Sanktuarium Paladynów do wioski RS!
,GVW3MpmB,353232,Odnowione oryginalne doświadczenie o tematyce bożonarodzeniowej!
,FmYJLZx3,286633,
,Gm2RS5fW,943350,Zamień efekty dźwiękowe Epic Fight na efekty dźwiękowe Sekiro
,ENCwFpBk,845819,Dodano ikony pikseli/sylwetek Pokémon moda Cobblemon do JourneyMap!
,fyGliXG0,648065,więcej modów wieśniaków z pakietem danych zgodnym z CTOV
,dtUxfCNZ,904131,
,DxTxvV0E,949260,Niewidoczne szkło kontra przezroczyste przyciemniane szkło (bez irytujących krawędzi)
,iV0hpqLt,704940,Dodano przepis na ławkę stolarską do BetterEnd
,irAi0fTI,497571,Animacja ponownego otwierania pudełka!
,BkTdFBUU,813185,"Wymarzony, energooszczędny pakiet oświetlenia i cieni z wieloma gotowymi ustawieniami kolorów"
,Q8Pek4aC,827450,
,6vhHOIKw,861241,Dodaj ikoniczne nazwy zaklęć i kolorowe efekty świetlne zaklęć do zaczarowanych książek/przedmiotów
,tGPo774G,779808,Ostre i wyraźne czcionki
,OrWwrISO,366938,Usuń zaczarowane efekty świetlne ze wszystkich przedmiotów
,DWUyH6Mk,1096470,"Pakiet zasobów w rozdzielczości 16x, dodający kompatybilność z Ashen 16x i Appleskin"
,BULmW8dH,697994,Pakiet zasobów Drown's Tool Tweaks ma na celu nadanie bardziej ujednoliconego wyglądu narzędziom podstawowym i modyfikacyjnym oraz dodanie różnorodności.
,Rspf9Ia2,492872,Zapewnia przewodnik warzenia w grze w interfejsie stanowiska do parzenia
,Y7dBqGlW,663524,Stylizowany pakiet tekstur LabPBR zbudowany od podstaw
,MnivJnH2,1096459,"Mały pakiet tekstur 16x, dodający podstawową kompatybilność z Ashen 16x i zaawansowanym Netherite"
,4YkvO5Rp,682643,"Wprowadza do gry Minecraft świeży, ale znajomy wygląd w stylu 16x16 pikseli"
,B8XiXauo,897045,Pakiet danych kompatybilności dla modów CTOV i Iron's Spells 'n Spellbooks
,a79auWZr,353554,
,wH6e4Ark,878091,Pakiet zasobów efektów dźwiękowych bitwy Ender Dragon dedykowany pakietowi integracyjnemu Ender Journey
,jbhXFk8s,513233,Wydajny pakiet tekstur Minecraft zbudowany z realistycznym motywem i apetycznymi teksturami
,LQaHxbyh,994247,"Kompleksowo zrekonstruuj interfejs, przyciski, gniazda, wskaźniki i inne elementy wykwintnego plecaka!"
,uBgJtPlZ,903050,Dodano opcję handlu promenadą w VillagersPlus
,ADTDsWVN,842285,Zastąp pierwotną monotonię zabawną i wyjątkową wiadomością o śmierci!
,rOWBH37D,909772,
,oOmzVcny,379555,Futurystyczne tekstury waniliowe dla Minecrafta 1.12.2
,2CHnCFZX,298082,Pogrubiona wersja czcionki Android Material została przeniesiona do Minecrafta
,eJJZdOOj,489807,To jest backport twórczości Pauleva Luma
,6w0Ygc8D,592214,"Warianty klocków i roślin Minecraft x32 + model 3D (kompatybilny z x16, opcjonalny styl Faithful)"
,5bNHpilN,822053,"Zapewnia różnorodne opcje efektów świetlnych zaczarowania kolorów, kompatybilne z oryginalnym Minecraftem"
,GQGN9FhO,1028439,Niestandardowy model stworzenia dla Ashen 16x
,xdLxq20I,951359,Gotycka średniowieczna czcionka oparta na Dark Souls
,AO9YGaRF,297434,Szeroka czcionka szeryfowa używana w niektórych dystrybucjach Linuksa
,Jqgb3e3H,1006123,Naprawiono problemy z teksturami w Autoslabach i innych modułach
,Uigm3P2d,592232,Elementy wzoru flagi zostały ponownie teksturowane i są kompatybilne z wieloma modami
,GRUV6SMM,949239,Pakiet rozszerzeń dla fanów dla moda mikstury xali
,Uw76oOCJ,434605,"Utwórz pakiet GUI dla dynamicznego paska wrażeń RGB, paska skrótów i interfejsu plecaka! Wymaga OptiFine lub Animatica (tkanina)"
,ti9KkMHm,551206,"Dodaj oryginalną dekorację kwiatową i kamykową do bloków trawy, bielic, grzybni itp."
,EYdutVcx,711031,"Dostosowano tekstury mapy, aby nadać jej bardziej przenośny wygląd"
,hIdXd06Y,695262,Ostre i wyraźne czcionki domyślne zremasterowane w pełnej rozdzielczości
,prik3cIi,883457,Pakiet danych kompatybilności dla modów CTOV i Paladin Priest
,vBH38M7b,637018,"Parallax PBR to pakiet materiałów realistycznych, który poprawia szczegółowe tekstury i wciągające efekty wizualne, wstrzykując realizm do blokowego świata."
,kNewBYCK,517254,
,ivUZsvzp,782814,Zastąpiono cząstki płomieni i ognia duszy animowanymi wersjami mniejszych pakietów zasobów
,BB5Kj4qg,903888,"Pakiet tekstur CEM (wersja kryształowa), który sprawia, że trójząb jest bardziej fajny"
,8fUbD0Qy,416323,Pakiet tekstur Luna HD (1.21.3/1.20.6) jest inspirowany pięknem światła księżyca i zapewnia wyjątkowe tekstury dla modeli 3D ręcznie malowanych przez artystów ze społeczności.
,Mddj0vpG,1028456,Usunięto efekt bujnych liści Ashen 16x
,S6XROiqp,676748,"Pakiet materiałów pomocniczych do wyświetlania Redstone (popraw wizualizację informacji o Redstone, zachowując oryginalny styl)"
,h1XaRPDH,992235,"Użyj oryginalnego modułu cieniującego, aby uzyskać efekt pochylenia kropli deszczu, nie są wymagane żadne mody!"
,8olVtpyI,698096,Ciemny motyw zrekonstruowanej wersji interfejsu Minecrafta
,td2vmZqO,250080,Ekskluzywny pakiet zasobów zoptymalizowany pod kątem modułu Conquest Reforged
,LSTBJenG,998152,"Świeży, animowany dodatek do Villagers Refresh"
,shhv3Jy5,1104239,16x Mały Pakiet Kompatybilności (Ashen 16x z animacją jedzenia)
,R6NEzAwj,385587,"Zmień wrażenia wizualne w grze Minecraft dzięki doskonałej jakości obrazu, szczegółowości i wydajności"
,HuL3Q7xv,1080571,Zmodernizowane retekstury przedmiotów takich jak tabliczki runiczne moda Ars Nouveau
,9pR04wDX,1019617,Naprawdę płynne animacje graczy
,p6DhaYT0,979103,Odśwież swoje wrażenia z gry Minecraft dzięki nowym teksturom!
,EpQFjzrQ,678384,Wydajny pakiet cieniowania w stylu fantasy z kolorowym oświetleniem i oszałamiającymi efektami wizualnymi
,X4yzdg2X,1061743,"Spraw, aby Twoje urządzenie było pełne smaku Grega"
,UP2ZKKkg,1038055,Zastosuj tekstury trybu ciemnego Energy 2
,LMIZZNxZ,534748,"Pakiet kolorowania, który naśladuje działanie anulowanego pakietu Super Graphics"
,HJR6V0I2,811791,Dodaj nowe warianty humanoidów z ponad 85 niestandardowymi głowami lub nieużywanymi modelami waniliowymi! Nie jest wymagany żaden pakiet zasobów!
,WX4iF5Cj,467280,"Unikalny, lekki zestaw koloryzujący"
,zYasBjYU,905289,Zmień paski zdrowia i ikony stanu na dusze potworów w stylu Undertale
,EPsIYDj1,322360,"Pakiet cieni, który zapewnia nowoczesną poprawę wizualną, zachowując jednocześnie styl oryginału."
,hwexxTUf,898373,Zwiększ różnorodność środowisk jaskiniowych dzięki nowym efektom dźwiękowym
,u4nhiAdP,961754,Dodatek wprowadzający styl Fresh Animations do świata moddingu
,UQCJikYy,500044,Animacja odpoczynku pszczół!
,Wgc7LNqS,233263,Długoterminowy rozwój pakietu zremasterowanych dźwięków deszczu i tekstur kropel deszczu
,kYxnqmnH,971821,Dodano superewolucję dla Cobblemona!
,IJRcfnAh,901630,Pakiet rozszerzeń Cobblemon Unknown Totem (zawiera wszystkie litery)
,uYE6VsYf,1014149,"Spraw, aby Twoi gracze byli tak dynamiczni i przystojni jak w filmie promocyjnym (animacje inspirowane Fresh Animations)"
,UaS8ROxa,602290,Niezwykle lekki efekt odbicia światła i cienia
,jKa9Ievs,861245,Tekstury bloków i przedmiotów 3D dla szyn Minecraft
,10ZKs5Zh,848261,Soartex Grove to pakiet zastępujący tekstury w rozdzielczości 64x HD
,ohjic8VB,862925,"PokePlaques, rozszerzenie o tematyce Pokémon dla Cobblemon"
,NbmssBLT,825072,"Spraw, aby Fresh Animations było kompatybilne z Whimscape!"
,pUZXW8CZ,870866,"Klasyczne stworzenia, ponownie zaprezentowane!"
,1Ja8Sg6j,629172,Wykonaj całe szkło bezramowe!
,IE80M8ZB,1040392,Inspirowana gliną rzeźbiarska wersja Minecrafta! Rozdzielczość 128x
,u69nu00u,827093,"Ten pakiet tekstur przekształca mieszkańców wioski w różnorodne obrazy ludzi, obsługuje Fresh Animations i zawiera instrukcje użytkowania w galerii."
,1jZGHJ05,1052640,"Obniż wysokość płomienia, aby poprawić widoczność!"
,ZSAWWDEn,1091267,Konwertuj interfejs użytkownika Faithful 64x na tryb ciemny!
,sN83aAhx,1052822,"Dodając szczegóły, zachowaj oryginalny model beczki 3D"
,PGGrfcvL,618339,Dodaj efekty 3D do latarni i łańcuchów
,RfuHyyIz,876698,"Pakiet tekstur, który sprawia, że pasek zdrowia Bossa jest bardziej charakterystyczny"
,ti9eZ3CP,627908,"Ulepsz model drabiny, aby stał się trójwymiarowy!"
,1eQI3hb5,403272,Usuń efekt winietowania w czterech rogach ekranu (w tym czerwone zabarwienie granicy świata)
,LukwUauE,1064711,"Pakiet tekstur Better 3D Beds znacząco poprawia efekty wizualne łóżek w grze, osiągając bardziej realistyczną i delikatniejszą prezentację dzięki nowym modelom 3D."
,upxmhLsL,884697,"Pakiet tekstur Zombie Remake, dodający wiele nowych wariantów!"
,zUfkXkv1,892146,Wyposaż mieszkańców wioski w parasole!
,3sV1gvyJ,1087342,"Kompleksowa innowacja interfejsu graficznego Minecraft GUI, wprowadzająca różnorodny urok w monotonne szare pudełko"
,2OXong6G,886791,"Świecący pakiet tekstur elytra: 10 kolorów i 10 wzorów, wystarczy zmienić nazwę, aby uzyskać efekt świecenia (obsługuje wersję 1.16+)"
,UdM7EYgj,915945,świecąca ruda
,eIP3d9ve,1127159,Zmień wygląd swojego kota w wizerunek uroczej kotki
,DElGZnv9,990553,Do pakietu tekstur Stay True dodano samoświecącą teksturę rudy
,W9BuhONg,687721,okrągłe słońce
,d2srP5t3,921255,Pakiet tekstur pnączy został przerobiony i dodał wiele nowych wariantów!
,8cIUYFmo,746479,Powstrzymaj drżenie więdnięcia
,Go0Wa8T9,1064227,Półprzezroczysty interfejs użytkownika pozwalający stworzyć bardziej nowoczesny i prosty styl gry Minecraft
,22ryUPeh,861287,"Zoptymalizowano wydajność Cobblemona na śniegu, aby nie utknął już w drobnym śniegu ani nie doznał kontuzji"
,gfiYlQU0,860898,Tekstury GUI i efekty dźwiękowe w stylu Cobblemon
,OaWx51mi,1068292,"Zastąp zwykłą ikonę wartości głodu mięsa złotą marchewką (wiernie przywróć teksturę złotej marchewki w grze, kompatybilną z AppleSkin)"
,7Rq0ipFz,573998,Usuń irytujące logo z pakietu tekstur Ikony
,9E0mswEP,679026,Odnowiony materiał modułu Biomes o' Plenty!
świat animacji,50dA9Sha,453763,"Spraw, aby Twoja gra wyglądała jak promocyjna animacja wideo! Wymaga funkcji modelu jednostki Mod"
Świat animacji (rozszerzony),,813608,Ten pakiet tekstur jest dodatkiem i do normalnego użytkowania należy go załadować na FreshAnimations.
Wyświetlacz Redstone XeKr,4ueVo9s5,310448,Wyświetlanie poziomu energii drutu czerwonego kamienia/wyświetlanie stanu aktywacji bloku czerwonego kamienia/wskazanie kierunku bloku kierunkowego/wyświetlanie wartości doświadczenia kuli doświadczenia/liście podłączone do wyświetlania dziennika/ulepszenie wyświetlania stanu upraw
Wzór kwadratowy XeKr,rq4lDGdf,338808,"Dodano więcej kwadratowych tekstur i wyświetlanie stanu bloku, nie ma potrzeby korzystania z OptiFine!"
,QTBR20BE,503047,
,85Qf7nOT,974032,
,J4cajZTT,850907,
,wGj3AMfS,979783,
,r0TLtRDs,1002854,
,1ocOEl1h,1102018,
,wJgNb2w8,871203,
,L85p0yMA,905855,
,Uupo7yGf,854122,
,dEAKT8y9,345953,
,78PcooxF,1089178,
,zeox1uzK,1253055,
,g4bSYbrU,1241234,
,oUuaUFjT,1051529,
,A57yBY4O,914315,
,vz2hVVZC,856606,
,UoLAbzII,1238490,
,k3qLOytc,616555,
,xbzFxAxu,1000702,
,CZrLuVQo,1052630,
,N5b9zcOL,434088,
,mEoXNmGB,966998,
,MyKpZ3St,942914,
,zecHkxw5,947014,
,LSwvoIOi,1031329,
,jgqB0JT9,1004371,
,9wrMXul2,970498,
,qznifDTe,380413,
,QTqrHaYC,865903,
,nvZcjWQN,1089090,
,dOV2wnYX,891816,
,iQRsGaVM,635356,
,Gf5qKi6y,1153733,
,ah15eUSk,821727,
,uUTTKXJ8,1008488,
,g6UiPfKR,905076,
,eYOrj1fk,664393,
,l9VrawNM,694653,
,v56DDppn,1092434,
,IZyRn6LS,897371,
,dkLpFBWR,1057128,
,D9KAZQwX,1082383,
,lY5JwdOp,1348936,
,K2Q9LnPH,939603,
,EwJHG2NA,618200,
,F0xSze0F,872063,
,iDUHM8rt,1031790,
,NmEGeLB5,1093200,
,Sb5mtr2w,1245351,
,crMGMRni,1030930,
,KTpX4dHT,966992,
,Zxce2VFq,1014673,
,pqCaRjYt,1008500,
,2XNqF3Y2,1019297,
,8d8M3Qoz,461745,
,doORjuN5,455882,
,Aik1ReoK,1021263,
,dJ0i9p1N,783566,
,fbTZG6SB,1056380,
,ja3KYkgc,1131006,
,M7KG4X7U,506496,
,j4jO6gCp,872745,
,2DvwHvEq,714073,
,xdyTyVL5,1254408,
,zMki5qeL,963042,
,ztqVVkhx,813439,
,A32gwfe8,1264102,
,H5zt4oZA,946429,
,oC4pZTdw,803076,
,ctcDyQTJ,988824,
,gUPVFYEV,966855,
,RVuHApuv,1379694,
,ZddTMHhl,1241218,
,UrO57mt2,739747,
,VuMFO1Oz,1085053,
,GFYCh249,1085471,
,lewweaHO,1076084,
,J0bGM0Lw,965614,
,c7TYY6zY,1092506,
,66pREOkb,966846,
,CKt3TjWO,898415,
,e2vOvRqb,391818,
,9MIstW3S,377388,
,fnWiZtPh,964706,
,gpB2hGsz,846301,
,wmps0BbU,1102010,
,PvorqFZK,433396,
,KLw2nTFF,974895,
,vUbGnkNv,1000607,
,Q1DELmr6,916842,
,kNBBebkY,1080098,
,UTpAK1X9,885626,
,DaTwFRHK,389212,
,aXfyrEe6,1137133,
,WcfyE2qJ,535560,
,q07DQAXj,1081907,
,29CObK6J,870121,
,7GSwMeoa,965613,
,71ctNY6u,373804,
,8earkiWo,1111895,
,wJkMxmyK,563837,
,cTm36Ih9,695817,
,Pb23xuCB,1063734,
,gFIgesW5,627317,
,rm3plbH7,566827,
,iC3aDZwb,957963,
,HjSPiUds,428227,
,dJd2FHNx,618736,
,kXiPMJsD,846603,
,rk1nx6Gr,1097843,
,fa06JGLx,678799,
,py1bJwXp,1085230,
,UuvUPWUV,1239428,
,DTmKqdgc,367438,
,NLiFCR9U,640876,
,F2D7CupJ,947373,
,qNrmtXAJ,976493,
,Hg9I7jyY,229788,
,wRGAqH6L,1114805,
,ri5ZLOYS,908432,
,ZmyjTSjb,345860,
,orgtdk9U,862295,
,YbwPPde4,1152769,
,WfUVCgib,1061801,
,IR9SLmt3,864851,
,vSkjVF7G,966850,
,ybSB27ca,983151,
,9NXbHzs3,983201,
,XZhhYcY0,1090911,
,sLNjRsFF,1027082,
,5ekfW0sy,1296530,
,tRnWk5eY,1089184,
,6k66yAqN,422744,
,RgVos2bo,1159131,
,3tXcbjvK,861104,
,YoZjigqW,846276,
,lBQSreft,557454,
,AFl4lkap,1102852,
,uSUkeiw6,1050626,
,unF1UIT0,1058061,
,eJB0aDIf,1128934,
,abPebRRB,1098749,
,Wfi30LiS,963059,
,BBx79tDa,849788,
,8vfIIrYM,1040251,
,bYcjtBki,1068335,
,mBOrTfBq,1108988,
,TM6bvxX6,1027227,
,UlSCqtop,1104926,
,4XVKh1GK,284370,
,N7Eq8Y7N,996858,
,7VDyaMyP,646979,
,8TU6o1es,897427,
,B4uFCmul,1029868,
,VsX5R47V,1117593,
,iKIcN9kc,916492,
,ecvZ19Jw,906620,
,EM3an8Tk,639090,
,BOgQ3bcY,1004413,
,uJC1fwNH,892893,
,etbi6jFn,386377,
,yhG3oUCc,896714,
,FA4ebMMU,1079595,
,bt01VSR0,1056358,
